countrycode,year,rgdpe,rgdpo,pop,emp,avh,hc,cgdpe,cgdpo,ck,ctfp,rgdpna,rkna,rtfpna,labsh,xr,pl_gdpe,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_k,id
USA,2002,11776021,11515518,288.467308,138.33696,1718.59,3.5450554,11623669,11486391,31964198,1,11486300,34851148,.96691656,.65527469,1,.9110893,.921978,Benchmark,Benchmark,Market,Regular,.72803885,.22075014,.1039836,.094228961,-.15473115,.0077295988,.8895862676619922,.7670305908212837,1.367469072612565,.64047819,.67646337,.921978,USA
USA,2003,12060739,11789128,291.290823,139.62138,1709.4,3.5549469,11894552,11779402,33108044,1,11779500,35675240,.97590995,.65363485,1,.93230075,.94141459,Interpolated,Benchmark,Market,Regular,.72863883,.21868502,.10836342,.087291881,-.14994818,.0069689699,.9092699098901413,.7898745137249301,1.374586879814944,.7037313,.73888355,.94141459,USA
USA,2004,12482813,12196382,294.06312,141.16116,1709.64,3.5648661,12299415,12189376,35040692,1,12189400,36589712,.99205768,.64702308,1,.95921636,.96787566,Interpolated,Benchmark,Market,Regular,.72520143,.22646576,.11027569,.089660138,-.15911828,.0075152991,.9356144244754814,.8272123243612546,1.385516442874773,.7483806,.786403,.96787566,USA
USA,2005,12826291,12564300,296.820296,143.6192,1708.56,3.5748129,12826291,12564300,37569048,1,12564300,37569048,1,.63982737,1,.97957397,1,Benchmark,Benchmark,Market,Regular,.73840988,.22712632,.11403529,.09487693,-.18282777,.0083793765,.9488980549226005,.8767967255249242,1.382912232075023,.75863403,.75413251,1,USA
USA,2006,13166931,12898268,299.56447,146.25525,1711.43,3.5835571,13065736,12898426,40324564,1,12898400,38524884,1.0040003,.63883764,1,1.0190394,1.0322578,Interpolated,Benchmark,Market,Regular,.73600519,.22382577,.111669,.10202175,-.18198389,.0084622027,.9797427711217431,.9293037693176791,1.457905170298002,.78806466,.81753308,1.0322578,USA
USA,2007,13413053,13149344,302.284564,147.80365,1708.82,3.5923226,13173010,13144424,41482860,1,13144400,39387952,1.0065953,.63428175,1,1.0598792,1.0621843,Interpolated,Benchmark,Market,Regular,.73522276,.20863147,.10951391,.1026952,-.16618954,.010126201,1.011198234994018,.9761004953720168,1.54630371544695,.86122417,.92339283,1.0621843,USA
USA,2008,13186788,13066677,304.989064,147.06056,1703.16,3.6011095,13055802,13098513,42293168,1,13097200,40057600,.99849927,.63838148,1,1.0891174,1.0855659,Benchmark,Extrapolated,Market,Regular,.74210823,.19071926,.11365303,.11086118,-.16826554,.010923886,1.032404263290632,.9981831746638006,1.612025986008972,.89517599,.98221517,1.0855659,USA
USA,2009,12839243,12597854,307.686729,141.59526,1680.12,3.6099179,12726747,12691530,41251352,1,12690000,40347576,.98673779,.62554687,1,1.0920544,1.0950848,Extrapolated,Extrapolated,Market,Regular,.7537266,.15358727,.12350603,.092068613,-.13414821,.011259649,1.029265915586852,1.005049387629329,1.583432723339988,.90433693,.94088501,1.0950848,USA
USA,2010,13125292,12920400,310.383948,140.8549,1695.03,3.6187477,13015021,12993576,40731044,1,12992000,40615356,1.0094631,.62043649,1,1.1079046,1.109733,Extrapolated,Extrapolated,Market,Regular,.75166106,.16314626,.12238857,.1053434,-.15486223,.012322981,1.045975821046269,1.009503828634148,1.619415413733192,.93302286,.97728163,1.109733,USA
USA,2011,13351904,13193478,313.08538,141.80702,1703.55,3.6187477,13245561,13227916,41501056,1,13225900,40926444,1.0203918,.62198585,1,1.131798,1.1333077,Extrapolated,Extrapolated,Market,Regular,.75873142,.16476379,.11577787,.11223707,-.16511732,.013607194,1.069005003156963,1.025886179424066,1.694025552560085,.97670549,1.0173565,1.1333077,USA
